1,4041592712588291,30443551155209,2022-06-09T09:55:02,4615.4764,CNY
2,3543068332272488,56022194904127377,2022-06-29T03:43:26,87752.5535,ARS
3,30062954814566,4405140533918097,2022-06-20T22:00:54,83872.698,EUR
4,3585999213498207,374288263493412,2023-07-18T22:30:16,92767.8542,IDR
5,6304097250624964313,3571501462084195,2022-10-01T11:13:58,10703.2224,BRL
6,4905859056439372,3581098747311715,2023-09-21T23:31:22,58759.2108,RUB
7,0604161602121554411,3587674755708432,2022-05-15T17:38:30,7115.0771,COP
8,3571006736957341,3548335338294534,2023-09-05T23:17:07,48815.9306,PHP
9,3588090776366713,5506583947827914,2022-09-22T09:41:28,57228.9383,THB
10,6395237078563929,5328217596387229,2023-07-17T07:06:23,43087.8291,CNY
11,372301395235494,36243552550166,2022-08-10T15:34:25,82386.613,JPY
12,4256713883431,6767588394852362313,2023-11-01T22:36:33,64794.4889,RUB
13,3540826459683149,4276428377630613,2022-03-18T18:06:39,67710.6271,IDR
14,3533054348421170,3554699676469334,2022-10-07T15:52:36,33520.8993,PLN
15,3543334072479661,3560342750057251,2023-03-30T04:25:55,8631.1229,CNY
16,370737661152818,3579202442632698,2023-09-06T17:04:25,54524.7307,EUR
17,5134577589251284,5602214118868940,2022-09-14T13:12:22,26417.7216,SEK
18,5108757734862993,3583293009571951,2022-10-18T17:34:15,14522.7113,RUB
19,3547294807467785,3556713395997836,2022-11-07T03:45:17,25896.7555,IDR
20,374283241069228,201768197643579,2023-09-22T18:57:21,22535.315,IDR
21,5602212328750849991,3575596663874424,2023-05-30T01:14:33,60607.4206,PLN
22,344139819816597,633482090322382678,2022-08-20T20:59:19,20814.587,TZS
23,5100130983892087,3577632199023414,2023-03-24T10:59:40,1477.898,EUR
24,3578310051923935,3549148413444034,2023-03-17T12:09:33,51508.777,CNY
25,3584848227353075,3580279466440411,2023-12-25T19:52:12,75931.173,CNY
26,3535236366919270,5602213009696303,2022-01-13T11:01:58,64300.6566,USD
27,3556506866333592,3570128064707105,2023-11-06T12:15:31,27856.6176,IDR
28,3585606696248872,5641822411171381115,2023-11-27T21:37:50,20491.3666,CNY
29,5018575623798686516,5010129182806863,2022-04-25T08:59:59,99981.7744,CNY
30,675906290377767232,5602246994760098,2022-10-15T17:40:27,68588.9342,CNY
31,3539615019546687,345564154297310,2023-02-04T16:56:13,22626.3664,BRL
32,3546268509685804,30039607375872,2023-10-30T23:45:19,27713.2978,RUB
33,5610942964609560122,3558582388894120,2022-08-04T05:29:55,70120.8966,IDR
34,3542576744829803,3569336419773044,2022-10-26T21:44:28,48268.2641,THB
35,3589281979257713,4017952950350,2023-05-17T23:06:54,39431.4619,JPY
36,374622840957137,201681562502967,2023-06-17T01:00:17,36230.6662,VND
37,3556376765333634,374288762665122,2022-05-11T16:25:22,46719.9796,XOF
38,5100144287341709,67635712202107423,2022-10-24T21:50:39,46914.2786,USD
39,3538759991474756,63044512735562589,2023-09-10T01:30:13,77023.4466,CAD
40,5100140243761824,4903737546382720541,2023-06-09T08:42:59,89167.0738,CNY
41,3566113548913186,6392513034198940,2023-04-10T04:43:17,41960.5611,EUR
42,3534217270526113,3587205743223869,2023-07-20T01:19:03,91678.5098,IDR
43,3554034899111150,3573730606936931,2023-10-31T00:06:38,36379.1647,PHP
44,201782227579018,374622149271958,2022-10-31T10:34:57,49864.3683,MNT
45,3572220603027885,30259126334438,2023-05-13T00:18:48,96009.4702,IDR
46,5007667199208339,3554735697325210,2023-08-16T23:28:25,77796.6383,PHP
47,5309006157562913,4175003584491281,2022-08-17T16:16:31,74952.1377,CNY
48,493653411202934721,5100145252231825,2023-01-11T20:27:53,23311.5898,NIO
49,3580779560187040,4026254487732047,2023-10-12T11:41:36,2808.5282,EUR
50,56022355388749289,6759387518786178516,2023-03-04T08:30:22,44134.3794,EUR
